sha256	size	selection	origin (escaped)
97b18d83521ac929d8b67c5d56eac5af6cf7096b269a0633697d9e3542a42b8b	1946	member-rule	bac-v10/pc_charset/neural_network.txt
477eb5fd3585b47eca163216954fa7ee82b58bd3e6fe7167f349d80efdca7b73	3064	member-rule	bac-v10/pc_charset/night_dancing.txt
fd123b236ed62023739cb9ad0d5ee9efc2205620eb9b85c96629103e77b241cf	1878	member-rule	bac-v10/pc_charset/nightlife.txt
575d3d68d0bf0d7dcc3aa0a9ccb4db82013b60bfa4a952ab6150d255b8cd6eac	592	member-rule	bac-v10/pc_charset/nightrain.txt
1d66e1e00df8267320473efa15bbfc8c9b1d99d97cc73677605d5f8fc38750f8	3824	member-rule	bac-v10/pc_charset/nimbus_land.txt
2b7217d84adc327c89f658cfbb47d6d53d1a4192bce453eb3e10c9ff30f448bf	1753	member-rule	bac-v10/pc_charset/nimbus_studio.txt
2689c0e09f6262e1eaf908ac0984f6208df6dcd7d716043cb3c8dd83d77e38b5	1432	member-rule	bac-v10/pc_charset/nostrum9.txt
58f9e71de00ed39dfb7925ad746a89619071e13e2dfe2afbfbfafbf4db925ff1	1402	member-rule	bac-v10/pc_charset/nuclear_zone.txt
95d445dd3643593136194f88445a4db1b148cae53a6f73e2d0f8ab25720db44c	1024	member-rule	bac-v10/pc_charset/organized_confusion.txt
d32e85e7d5c8bb3e0a48ae61b50dc6cb9b0a8443f88de6b82836c91fe491d8ef	1845	member-rule	bac-v10/pc_charset/organized_kaos.txt
b7c8d517a7f07866ca90553ea1fbe1e58e60621bd801c2cf0659acb3478b1266	1791	member-rule	bac-v10/pc_charset/organized_kaos2.txt
2f7bc974e7b15f04c4cda62d9da4537b095e95d1644ecfec2f634c9f47d72676	1203	member-rule	bac-v10/pc_charset/overboard.txt
0759ae7850f1a774c3a70eb4625d338981e88def1a63e706a06a9932e9821adc	905	member-rule	bac-v10/pc_charset/pearl_jam.txt
545175a15b482887a0964ec91241e9450d877ea7ff19f5b1d9bcd7d32f8ed368	1623	member-rule	bac-v10/pc_charset/perfect_crime.txt
ad10675ea7668a92d4f0ab4b02e252279b5591b7c08a25662763b1d6ccb4c9d2	1193	member-rule	bac-v10/pc_charset/phase_one.txt
83de2ac8dd710755de28739027dc7d82de024967c93c7a941b6009d536f75719	1705	member-rule	bac-v10/pc_charset/phase_one2.txt
05a746a224d9aa0f192cb1da37c0c1caa7b5d0dcea8d6133ae9ad19d20b290cf	1231	member-rule	bac-v10/pc_charset/planet_love.txt
76fa86026f7713ab32ba3be07b4ef04a23f60c042813f89f540ffbd0d9cb3dd3	1165	member-rule	bac-v10/pc_charset/pointbreak.txt
3c75546d917aadf56c24e04dc10d374d3049731b1db7b38f2e9cea4e74e7a686	3471	member-rule	bac-v10/pc_charset/predatory_nature.txt
d2e1f7e568a4fde860d5c84b19092ab68a3e04802ae2d870e91c8374b3b23c42	1301	member-rule	bac-v10/pc_charset/private_collection.txt
291536b5488ab3a5897221306ac3b6e18614b5cf6c58ad0aec7d67c2eefa6fbd	984	member-rule	bac-v10/pc_charset/progressive.txt
8cd48644b71ea3e54725327435516c7bf6a64ae55df16b73ae7f0fb857f1770a	1600	member-rule	bac-v10/pc_charset/prototype.txt
3adfd5f6a3c02e399b35a71f0c061fad8eac5a2ce7cd205ac059cbd112ec5dae	468	member-rule	bac-v10/pc_charset/prototype2.txt
fa14849eca77330349b0759ac07a9c76557756757db21c33544787d6e3f3472f	1484	member-rule	bac-v10/pc_charset/quadcon.txt
510e24384fbdf2bba0e3ae320f6232ce74483170ed629b81f30f305af869f2bb	6658	member-rule	bac-v10/pc_charset/ravebase.txt
204bc2256dc73da2e9c2ddbb3abdca0e760dc2ef9f13ac16570eb7ebe8ab79f5	4227	member-rule	bac-v10/pc_charset/red_or_dead.txt
ea78f258276ca3d2091ae7d95a9bd94b30fbb21b4d34976bd2583d6085595467	1609	member-rule	bac-v10/pc_charset/renegade_legion.txt
b4b82e8b5d1da707d328f92719a1f6066b6f46f51d448cd23af4ec2e8a7fee32	2611	member-rule	bac-v10/pc_charset/retaliators_place.txt
164002674952ba3509dad03a31b467031776303ea6f92f19448d02f70cca16e2	3077	member-rule	bac-v10/pc_charset/sacred_grounds.txt
8e85eaac0753db1647de0d7e5262e1fa76a2c777df96e547ff228392ff01d0fc	1486	member-rule	bac-v10/pc_charset/sadistic.txt
759bdf6e9c5787b991f1309f405e9d683aa3bd9c001fc31da02289de63e71398	2126	member-rule	bac-v10/pc_charset/scenet.txt
ddd9201e3f9e853aeb2fbe5bd1f56812e3103a02110ee0729e386c2fb94881ea	1493	member-rule	bac-v10/pc_charset/second_front.txt
478278b20f245754276ef1ef543b97334a0717a0a56b72158d3e445c80a47f0e	1520	member-rule	bac-v10/pc_charset/secret_dreams.txt
9f0414885ff31e84129fa1818d7156f2cc6059a7f3c4d7dcaf08f7b09de7ef42	846	member-rule	bac-v10/pc_charset/shadowland.txt
e2ad5d9377772a9d883ca057db70c92673a4b422ff806dee0c35c55990df90f9	3018	member-rule	bac-v10/pc_charset/shelter.txt
a561c7b5f1d81380e5dd646c841717077960b46e7b4a4248eeb95038ca6da476	1129	member-rule	bac-v10/pc_charset/shelter_base.txt
cef88994110205c4c00d7345e078b52a3653144098e10270282b94acb9d76dab	2193	member-rule	bac-v10/pc_charset/shockwave.txt
601999c67f610c3126b3c866fc77d687f110d2584953d929cde14be6624eb535	2189	member-rule	bac-v10/pc_charset/shoebox_universe.txt
c19712f9a85fc974f020f68b1ba2ea9411d5717ea53d2f7ac84dab512c3ab204	1036	member-rule	bac-v10/pc_charset/shoebox_universe2.txt
2df94e5773377bd9dd554fbe6c024fa52a113c5914ebc8be40ff70eda3dd20d3	1134	member-rule	bac-v10/pc_charset/shoebox_universe3.txt
12b8288878bbed706237abb7434972ed6c560864f3a304d319cc6ff733aedf80	1863	member-rule	bac-v10/pc_charset/sin_city.txt
becccbbefe17bdf646a74dbb99541cf461955d9e127739fcffe80b9af6bf86dc	2905	member-rule	bac-v10/pc_charset/skytopolis.txt
498f32e6bc30ef12ec4eff0d0beb68370244dbee01144ba64925407e13ea91a9	1460	member-rule	bac-v10/pc_charset/skytopolis2.txt
cce211f02d1689ed03b451c422186f55f2d61a39983754feca65e0423898a8e6	1145	member-rule	bac-v10/pc_charset/southern_wastelands.txt
8d6fb3852fe1d848d397bdb0d63d1cfa15960832c4edf8844a7d253b086bf319	1189	member-rule	bac-v10/pc_charset/spantobi.txt
2909bdde6a5657cabc4248a762d598a1260bd1bca1f2419c339953ff13da570b	1323	member-rule	bac-v10/pc_charset/sphere_of_speed.txt
c78e40de0a4396e670400bf0cd96e5e13708274e68f8b6867500c6b41a9a1d68	972	member-rule	bac-v10/pc_charset/spirit_of_style.txt
cc78f56958a136a5ef1223d379081b10f36d4e37c2dd0ecd21e15694152fb87d	3750	member-rule	bac-v10/pc_charset/splatter_punk.txt
5b7dd1537d774550ac9209d0c8886887e63f9b8810cb7ef40ebe9565980e7dd8	1118	member-rule	bac-v10/pc_charset/spyrits_crypt.txt
5d4bafb92cea828e4fe2b35c69593fc3ee3c7d546cbd36888a09eb0ed0db5b95	639	member-rule	bac-v10/pc_charset/state_of_devolution.txt
d2d3cb9182ff6e65f6f553463b33525fb6fae7d10666fde7f25702f5900e9530	648	member-rule	bac-v10/pc_charset/station_three.txt
9f595783d7333edd59ae1bbebf9247b35399d4e22cc46e609e90ff001873d4e8	1315	member-rule	bac-v10/pc_charset/syncity.txt
0f2bf66d037edb24ff208a4103a8e0cccec7d8e8ac92edb0291fc9714b354767	1319	member-rule	bac-v10/pc_charset/system_shock.txt
24cc8fb7cd09529a0bf96aae655ad3147f20593a314f6403fcfbe8597f50c2c0	2049	member-rule	bac-v10/pc_charset/technodrome.txt
bc1d86992e14eb889b9a372ed9b2ca9e735a8413a0177040ef062fde67b6fbb3	1383	member-rule	bac-v10/pc_charset/terminal_velocity.txt
e517d360c8b8d9c8c7b338400e822b4601ef0d9e3ed504cecd01242c2fba75c3	2433	member-rule	bac-v10/pc_charset/the_black_abyss.txt
51f6609e03702dfc158aa92405e4faa3a733bce86cc3c91ce6e579d14a48c784	1153	member-rule	bac-v10/pc_charset/the_duplex.txt
7cf924e0d1b16440380521e10d2b0d7259d61a5d7e30c9a0ede057b6de3d65d8	848	member-rule	bac-v10/pc_charset/the_ghetto_(SE).txt
444d21b0e633fb0afc4feab6b3f8cb42f6568eaac634f90f9895b90ac2e55f19	1597	member-rule	bac-v10/pc_charset/the_hackers_crackdown.txt
710e7ee3b6e98dd9fa31728bcb4bdad7eaca52c9fafbbb786c5445fb9a980158	1652	member-rule	bac-v10/pc_charset/the_hood.txt
4aa79099e2c3d7310419ccc397588ad99a8bb04e21f55304d454d738d3198b82	1103	member-rule	bac-v10/pc_charset/the_ikarus.txt
2f1346fb94f6c20775e0812ee28e5f63e5fbcbd5572d1aa805f9ba7c670b1179	1348	member-rule	bac-v10/pc_charset/the_killing_joke.txt
c3e805d70cfc4a83b05b8ed4ad8a182f4c5577586c17b8073fa6542161d91dc2	1016	member-rule	bac-v10/pc_charset/the_land_of_rape_and_honey.txt
2cb96f4afd9628f1106c99f5696df9f916d9079c910f152fc668c6dd3c428584	856	member-rule	bac-v10/pc_charset/the_lycaeum.txt
ed15372221feb9e9706ac58762bdd3bc743bb93583ba8a456f921199fcb60837	2870	member-rule	bac-v10/pc_charset/the_marines.txt
dd4caac286bbfad366803190df6450633acb8c8b4cc2fdbaf0c4aac71adde342	1582	member-rule	bac-v10/pc_charset/the_morgue.txt
35c717583f10e6594286f732db7a4b0d8d662f89b39fa9563b51fc94e1ace249	1600	member-rule	bac-v10/pc_charset/the_neutral_zone.txt
7fe68ba3ee2c4f375f81292e86f6cd33216947aa7eec4993bf15f5a0014e4854	1282	member-rule	bac-v10/pc_charset/the_pirate.txt
9815dc740d4e5b72b9fe8f7924f490318ca4cf5e5b450f1933c24193d15d2326	1343	member-rule	bac-v10/pc_charset/the_pirate2.txt
fe2827ed825817b743698c6fab07fd02a41ef4963b704a971c1affdf475b0cba	746	member-rule	bac-v10/pc_charset/the_pits.txt
f6d30fc233dc75c9b2b00f28b4940c0884a9501b6d63f3a6e99bdc8521d026b6	1947	member-rule	bac-v10/pc_charset/the_pits2.txt
83746d3b6ee18ce3a41d9fbc309b276c7c062eed30e15edae40b7cce6b17a898	1665	member-rule	bac-v10/pc_charset/the_rebellion.txt
0edfcc57520071015d6710889e4d62f726673dcac9e65dbfdcb6afe095bc81ad	946	member-rule	bac-v10/pc_charset/the_river.txt
71df12ab6ee18f6a0def8b8fc1f805699b3231e36bfbd48f1ad2cde25e9d88b5	717	member-rule	bac-v10/pc_charset/the_rock.txt
303da187b554d9b38bb5d7f50c2509bc79f80ba0c3e825940511d242d661d091	2042	member-rule	bac-v10/pc_charset/the_silo.txt
f1e65bfde81ee6c4858bddb43834c56f3dbdbb47e148ad660bc7ee4a1d83144b	1612	member-rule	bac-v10/pc_charset/the_silo2.txt
75b6c81d28318b129a9aa5c3e0fbedfd1141c92c2c56dec2503b89c0000d9263	1419	member-rule	bac-v10/pc_charset/the_silo3.txt
7559268934b256e8abeeaca8b41310169f1f7d24685be1356fae932d28942886	3514	member-rule	bac-v10/pc_charset/the_western_alliance.txt
1c58798f490e57fd34a2d12b149fc52e0df8ab9db01022e750b324221f11416c	984	member-rule	bac-v10/pc_charset/tornado_of_souls.txt
812ca68541a22fda588810ea9bff85ded4e54bee1c9258252f12e71e1d39bbc2	1079	member-rule	bac-v10/pc_charset/touchdown.txt
3d76ab3c7b4488425b66c92b4caeafff2c513550a382b2e4daff6966661ab158	1648	member-rule	bac-v10/pc_charset/traders_outpost.txt
302125bb86b514a2ae0d064b4a5825513be30dca82a311f823842dab728d3dd8	1946	member-rule	bac-v10/pc_charset/trailblazer.txt
919b00c92d1bf7a2059f8f6274bfe238432d9b756f3f900743cb657b71127447	3826	member-rule	bac-v10/pc_charset/turmoil.txt
957da476a0501d87c4357f6dd6452d95c56640692153302af4c2f0eca8777bf5	1461	member-rule	bac-v10/pc_charset/ultimate.txt
07f90982bbee2a85b35ce036db2b4984209a49a8c67beb4b3dd42b91557803bd	1636	member-rule	bac-v10/pc_charset/undercover.txt
f74e335581844776cdf576af0cf02fd0d6281dd687f29a3ead21cba3442c7531	1213	member-rule	bac-v10/pc_charset/undercover2.txt
2c42d4b4f6de6936bac518c49e2c16dd9bf940a28b989e545a6b1e0c861bad85	2706	member-rule	bac-v10/pc_charset/underground_cafe.txt
5e7dc44949dac7d6bdd7874897c91449054e709539b9eca4cbb759feb7797510	674	member-rule	bac-v10/pc_charset/underworld_(CA).txt
21f645c1d0583cbd7eb5f2e5d1f37e5ad83b626411584d327ad911184cb9b55f	6093	member-rule	bac-v10/pc_charset/underworld_(CH).txt
f49630aa4e4bd42accfcfdda63ba62b6d03064ba0de26349865f86dda827149f	4111	member-rule	bac-v10/pc_charset/underworld_(CH)2.txt
bcf55be09bdd2141f22ec4aadc48efbe5159dd2af5879c90d9388c254d1e3cfd	1942	member-rule	bac-v10/pc_charset/underworld_(CH)3.txt
2bc6ad60949e7e8505107f6e325969329e37b6c4491d960085d9419ed33bdf80	1255	member-rule	bac-v10/pc_charset/warpfactor10.txt
6830a3d4c5e9e9a9f8b85099532b7a0eb0f15f1cb7480fb137cbc989e1d623d0	1199	member-rule	bac-v10/pc_charset/white_sands.txt
ce0c394edbf0049785375842eb241a4465dd225c9fa2c6a9e646b6b43d2c30cc	1033	member-rule	bac-v10/pc_charset/wickedcity.txt
0c5e3ed3676b1bb49c8745b41965466cb1612f5ad374b0c86b7601d39b9fa6bf	1632	member-rule	bac-v10/pc_charset/wonderland.txt
98054ab9c3d5086a327be1f35d4a3d405aae3e5b0fe15f8a87989cf7e97f905d	1603	member-rule	bac-v10/pc_charset/world_of_illusion.txt
2d5e92a6ec5b43392a26f081292c5a48926a28f5c2fc9b0b500da381cb3dd816	943	member-rule	bac-v10/pc_charset/x-change.txt
08fe3c3ecf2d48a1117cccfec7d0a566207285b36341b44f573cc06787664df6	3817	member-rule	bac-v10/pc_charset/x-factor.txt
d4bc92d3110810aa74d9a555249bed9ffd42648ce30aa8db25c69cd02f73a6f9	2667	member-rule	bac-v10/pc_charset/x-press.txt
1a99a058140a3a11a940adcd09f9d0d5208875820675f7368653d1b75923bd4f	7148	member-rule	bac-v10/pc_charset/xenocide.txt
1c7ada23d5f372ac2b7ed7cd3f1a553cd0ef06783ba1fd4ccb5865e9b239e3b0	1108	member-rule	bac-v10/pc_charset/zoolas_resort.txt
9514304236e30c21885bc804307acea6ee7ede414c62b488a06dbd8511981d6d	805	member-rule	bac-v10/pc_charset/zyxx.txt
55b60467e27d8253a6edfde22a7f65b90fe0bf8cf672836fe3396e64d7cfd31e	2501	loose	bac-v10/readme.txt
7c4a572cd9b6a31ad2ef4d73fc8d00a790747e9499903de7850fd1491177fd91	1464	loose	bbs_ads-2020-10-04/_groups/5th_Dynasty/ad01.txt
4d7b733460473d98561aa16ab62d0449508d9378d7a3d94e4821ee531000d8dc	1837	loose	bbs_ads-2020-10-04/_groups/Access/1994-12-13/ACCESS.NFO
fe01eb4f59c39a17173c512631d76f776e063f605f377e90b251c87ad2c28033	1756	member-rule	bbs_ads-2020-10-04/_groups/Anthrox/1994-02-05/cARDS!_IN_HERE!
f58edee89e25d0bb69fdc463200459bd412aac77bc7038abfa9ca84a2281f1e6	1812	loose	bbs_ads-2020-10-04/_groups/Anthrox/1994-03-27/SALE-ATX
f58edee89e25d0bb69fdc463200459bd412aac77bc7038abfa9ca84a2281f1e6	1812	loose	bbs_ads-2020-10-04/_groups/Anthrox/1994-04-20/SALE-ATX
ad103a11a91c2603e86ab8c01c7ed1d368bf1649de992bf5f2035ba041ff8674	1610	loose	bbs_ads-2020-10-04/_groups/Artcore/..!^ASSFUCKIN\'^!
d9dab293f0029a336e8ba90ce5dc2ec4ef46b2bb85ff480b08bdf843cb4aefa1	1292	loose	bbs_ads-2020-10-04/_groups/Bonzai/Bonzai-Tree.TXT
089fa403ec2a9b9f3201e889c2d6b41956afea61c00a0e8cb2a70100caeea7c1	1243	loose	bbs_ads-2020-10-04/_groups/Defekt/ad01.txt
8bdede55738c3afd83c5b041ac00aca90ea75056908a392f6913a93edd0f2fcb	7479	loose	bbs_ads-2020-10-04/_groups/Devotion/1997-04-06/devotion.nfo
522cd345a441ce726c8faa61d406a96ab44c285c8ddb15b7957ee03172aec1ee	8111	loose	bbs_ads-2020-10-04/_groups/Devotion/1997-09-16/DEVOTION.NFO
bbe460ef0977a289bac142ab246a1d3a1d1f9f05192ab4c5701f2b70d1ad51f2	7496	loose	bbs_ads-2020-10-04/_groups/Devotion/1999-06-04/devotion.nfo
25cc3f8f99df3ab0a1cd06fbe5d4ad5310f6971dd09d8e7fc2c435ce83b09293	1700	loose	bbs_ads-2020-10-04/_groups/Elitendo/__ELITE.NFO
133de8fad01d736a48710b13e7b9c546c2084ae65188279ea785a905760b9c90	5900	loose	bbs_ads-2020-10-04/_groups/Equality/1999-12-06/equality.nfo
1183ba983603e4613ec2a28678beb31d108cad6909dfe20767f577eee1623697	5286	loose	bbs_ads-2020-10-04/_groups/Equality/2000-06-15/equality.nfo
64838e9c482b6e11c74a170b1a03c053928206e94aa84ebb379b1aae85ed593c	5920	loose	bbs_ads-2020-10-04/_groups/Exodus/1993-06/EXODUS.NFO
676c7f568742b1ae25b96c24219912b2cbb5670ad80df22275e2ac81c2a7ba0f	1282	loose	bbs_ads-2020-10-04/_groups/Fairlight/1993-09.txt
7bfc6033139bc72b4ed9ec840fab60ee05e5e89a95117bdf19b1ea124d6f01ff	1720	loose	bbs_ads-2020-10-04/_groups/Honey/1995-09.txt
574b61f7cc81c196c51b1b689e0878c3f75c7f4e612fdfb9ef61ae33857ad83a	5984	loose	bbs_ads-2020-10-04/_groups/Immune/1997-11-23/immune!.nfo
f4f2c96aa0054c86578eec1ba3511c65a28bfdda465ac2d50ccdcece4bb28316	1226	loose	bbs_ads-2020-10-04/_groups/Invasion/1995-05-24/ivn\u{2556}invasion\u{2556}ivn
74f19ca117d42e60d0f66bef5e3a7445bfde9b0591a9c3599299b4771dc8c981	1498	loose	bbs_ads-2020-10-04/_groups/Last_Poets_Society/J\u{b0}1N\u{2561}S
5a010bb875f1007a3c9a63cfa5d81e3d15e7965c82bdd3ee00534f42ae197952	1659	loose	bbs_ads-2020-10-04/_groups/Loons/1994-06-01.txt
5b3ecd445ca0ed19f8a7b9c1b0c05eff8a294937d0e679bb9c276c9517382c97	7517	loose	bbs_ads-2020-10-04/_groups/Maximum/Banner
3b8c6c5a1d133738f30da1b89f6b7ebeb4963380cf18bb2bec11377e4062a2ab	983	loose	bbs_ads-2020-10-04/_groups/Mystic/ad01.txt
a115c3f0f88dc87ea89b6a9a92771bb0d4fd416f8d226e0a3a7e318409645d2c	800	loose	bbs_ads-2020-10-04/_groups/New_Wave/From_RAW_2_diskmagazine/new_wave.txt
9795ed4efc684e9cfaff9ed917f7bc78a52c5d5e7fd8f7bf96a545fa8fc70a54	830	loose	bbs_ads-2020-10-04/_groups/Origin/1995-03/[=O=R=I=G=I=N=\'=9=5=]
9795ed4efc684e9cfaff9ed917f7bc78a52c5d5e7fd8f7bf96a545fa8fc70a54	830	loose	bbs_ads-2020-10-04/_groups/Origin/1995-05-24/ogn\u{2556}origin\u{2556}ogn
dbc8c1e634383100caa72b415e0a5f15d7dddacfbe430a3925556e3dc4246c84	1457	loose	bbs_ads-2020-10-04/_groups/Osiris/__ + \u{2556}iSRAEL FREQS\u{2556} \u{bd}__
6aa0cb3615493bf798dd42b947cc73220d5f425fad7cbfa64951e218a379e5d0	47259	loose	bbs_ads-2020-10-04/_groups/PTL/1996-06-01/@ThisWillGiveYaAnErection.GIF
0683049ccd77afd5caac4e4bae91c26ea08c27a201881b6bfb2b45a53cf3e7ce	1646	loose	bbs_ads-2020-10-04/_groups/Paradise/1991/lameback.txt
1d15378e3d47748298c08ff1b6ee74451d10e021b7cf329c63e3ab7a8cf6b77c	874	loose	bbs_ads-2020-10-04/_groups/Pong/ADD.DISPLAYME
16d033d3a6d254cc6d486130db66001e8593bb282394c89a3f25ad0a1493d314	4838	loose	bbs_ads-2020-10-04/_groups/Quartex/1992-05/ad01.txt
acef08b2e044e9e9bbf614cb078e264423891880c6f740a55d1b751cc8bc2e3f	7457	loose	bbs_ads-2020-10-04/_groups/RISC/1993-02-08/RISC.NFO
ab90141c6996c3262c1f3a7d45f15a524e9464cd311273ea2efd30faf6bd51e4	2312	loose	bbs_ads-2020-10-04/_groups/RISC/1995-04/RISC-CON.NFO
f1e4eda95ddabcc501ff00e88de16107577762c344587c77febaa64f834aa897	11546	loose	bbs_ads-2020-10-04/_groups/Rezurection/2000-06-15/rez2k.nfo
969dd4c409d5a99213ab92f7ca4045ca956db41b1d0ff11375e360b3323a15e5	1067	loose	bbs_ads-2020-10-04/_groups/Roadhogz/1995-07-06/ad01.txt
d3e69b8b438e041294201e9715a49162bc79c3a18de4c8afb7836d0753564243	978	loose	bbs_ads-2020-10-04/_groups/Royal/2016-02-28/Oooh,littleTimmyTurtle!
dde43d5329c4f073f42ce07d0f3c8b20353fa40b25d91d946040940eb7bff425	2410	loose	bbs_ads-2020-10-04/_groups/TDSCA/1994-05-23/TDSCA.NFO
74b07968a64cf4aa3da6d42d2c1340a8cf8939694cfef117a1af71f7d3991fc9	1617	loose	bbs_ads-2020-10-04/_groups/THHG/1994-01/aT&T_CArDs
8b5d07dc3552ce3dbbf7a38252b96db3eca9c5018c252de2287fd4d30429d47b	14737	loose	bbs_ads-2020-10-04/_groups/The_Flame_Arrows/1999-12-09/tfa.nfo
2fb0beccb8898212ed1b253c26678faac93f444da145fdb2cb1b6b7a7e906f87	3861	loose	bbs_ads-2020-10-04/_groups/Vortex/1994-11-25/85878327434729
c7b2638c74781d3bd29ce5aca21f833c737865b11ae6dbafa9ebfe9497249a11	927	loose	bbs_ads-2020-10-04/_misc/Cards/1994-06/llac
674b56da0fc45fad89ab6292393f934301655754ac811655eeb77ce30b9fb209	325	loose	bbs_ads-2020-10-04/_misc/Cards/1994-08/LooKaHeRE
b7429fb086d47a35e990c24470060c61941b9a8cd578859637726eed5b72c5b4	1671	loose	bbs_ads-2020-10-04/_misc/Console_Copiers/1993-09-11/COPIERS.4.SALE.DISPLAYME
3be84c5ca2edb3da7a1ed260cd66e19964a1a5b7a94745ae1930df9fed83e8a3	2241	loose	bbs_ads-2020-10-04/_misc/Console_Copiers/1993-09-11/_BACKUP_
c4b8b18d7bf28c2b1399e81de0c6bc9f8978efbf8081ff93af81b16a22e43059	1517	loose	bbs_ads-2020-10-04/_misc/Console_Copiers/1994-04-20/advert.txt
2c242c1c4d5376831c25aeaf2bd6742d37512ee0d91a33112385d7d379906685	3552	loose	bbs_ads-2020-10-04/_misc/Console_Copiers/1994-11-26/xSWCxDXx.PFT
9a0bdec11b5e8645c2b2b3013c3644d04bd08b030960fffc0c799aa000a40aa8	1575	loose	bbs_ads-2020-10-04/_misc/Console_Copiers/1995-02/C_O_P_I_E_R_S
e8b2a601b5b1a5bee34287b037cfd4bb311a10311bfb113c88164d3e9efa8576	2347	loose	bbs_ads-2020-10-04/_misc/Console_Copiers/1995-04-05/BACKUP.SALE
359cd11a63b24f6d7c4c543f0da1f152001977f796eacfe6211df2258c43104d	2413	loose	bbs_ads-2020-10-04/_misc/Console_Copiers/1995-04-05/COPIERS.95
29b7026f95affb5660ccd980e419b96f937f023f6d1182d1dc688ac6e437dbff	1896	loose	bbs_ads-2020-10-04/_misc/Console_Copiers/1995-04-10/ops.doc
e2d275808411bb9cd75a7311999b5f25f105fd3870ce6ac3fbeda2e9e1ea8a1c	32185	loose	bbs_ads-2020-10-04/_misc/IRC/Bad_Conscience_Inc_BCINET/1996-05-03/BCINET.NFO
364cbe7b60637a40defd6c6ca868d68f9b08050c5e94461acc180ed9e650e6d2	6968	loose	bbs_ads-2020-10-04/_misc/IRC/galaxynet_amiga_overmind/amiga_overmind.jpg
5c6dd97e8b72df73c41f33f870353b8f9b718ce11310880d3dfbae7855165916	1943	loose	bbs_ads-2020-10-04/_misc/Warez_CDS/1994-12-13/WaReZ.CdS
db77013f6074c568365ca124673e898264881e6c2b6f38182645afda439f5f31	13331	loose	bbs_ads-2020-10-04/_misc/Warez_CDS/1994-12-13/sNESbeST.cD
1ee2fa93d1adb832042ad32e47a36a7b58cf2aac50ab89a6c813a5d3e6561bee	615	loose	bbs_ads-2020-10-04/_misc/Websites/Sours_Emulation/sour.txt
b629efab97c8c9baaab6adeda07fb50146873fafb9f5323add493e5605725527	1580	loose	bbs_ads-2020-10-04/_misc/Websites/gb7/1996-12-24/gb7.nfo
a44d9f2d9fefbe62067dcf13b96117edcd80a1f3f0d2b6dd6cfa35481c10e0b1	507	loose	bbs_ads-2020-10-04/_misc/Websites/gbroms/1996-12-24/gbroms.nfo
06fe6f3d0fa8c09fc2a7029ff872e665ad7ccca83aafe4bb3802c65957be5919	580	loose	bbs_ads-2020-10-04/_unknown_location/AT^T.OFNI
2947109a3c14e32394cc016fee80888fd111827ccb1dd94631625c748c73b813	1384	member-rule	bbs_ads-2020-10-04/_unknown_location/Air_Force_One/2000-06-15/airforceone.nfo
ad496232e679d984ed64808e1d725b8f1df25f3f5d5e4a498cb4b719fc352f0c	1305	member-rule	bbs_ads-2020-10-04/_unknown_location/Arctic_Circle/2001-07-07/AC.nfo
ea1fc06ae7ac37bde53ee66ea88dcc2d261a83b50d1500a2663e22953a4cda9d	217	loose	bbs_ads-2020-10-04/_unknown_location/Arctic_Circle/readme.txt
3df2b8e96cabf8b08cba585c59afb4d40861a698fd0a3809fad7e6d8768e97b8	2227	member-rule	bbs_ads-2020-10-04/_unknown_location/Arrakis/2000-06-15/aks.nfo
b33a96e614f4578179133543583ce443505a4d682161bf25cb15c184529fe2b3	1746	member-rule	bbs_ads-2020-10-04/_unknown_location/Avatar/1999-05-26/avatar.txt
3cb43dfc17cd34d26e95920ace33ca2ff751f6d50f88a5bbfae4d1e0f7bab779	1198	loose	bbs_ads-2020-10-04/_unknown_location/BOIL.ME_
0e0e80967f4eb07c9ae0cda4a6319f8789431d7896a2bf64d67b5b477fd7174c	1152	member-rule	bbs_ads-2020-10-04/_unknown_location/Basus_Way/1997-07/boot.txt
8f3a064db9adfd04e9dcd206a73de7f22d7096cb3d98261864110446426d6835	168	loose	bbs_ads-2020-10-04/_unknown_location/Basus_Way/readme.txt
6773ad65aa346944c8efe415006528610b8b85e8daaa8aa929554b46bfd3d0cc	1844	member-rule	bbs_ads-2020-10-04/_unknown_location/Bitspersecond/2000-06-15/bps.nfo
aaff14596f5c6be67d6dabc6609f0ba06b49bd223c56ee73de9d7505aeae5581	748	member-rule	bbs_ads-2020-10-04/_unknown_location/Black_Hole/1994-10-01/blackhole.txt
a9b10af6c84fe10aae9593e59bbd4893f1867489272cfbacc4725a48a24752ff	67	loose	bbs_ads-2020-10-04/_unknown_location/Black_Hole/readme.txt
8c1a43022d906b834140056024babb4af6907b207519d9f90faab238c015faa7	1861	member-rule	bbs_ads-2020-10-04/_unknown_location/Black_Vision/_-BV-_
c04d87d6a8c86de5e149664d574d712782d400e06b09922e852328d4376b3c9d	2203	loose	bbs_ads-2020-10-04/_unknown_location/COCKTAILS.ADD
7f8c2a3a69b75f33bd37e38b05dc0c2df0a9999f0e15433d1198f1d61c2376f8	1021	member-rule	bbs_ads-2020-10-04/_unknown_location/Chaos_AD/ad01.txt
22ff9fac350e6f953cc3ae3352ac0cf4ecb48f928e7b2a0dcf2cce5a686de06f	1280	member-rule	bbs_ads-2020-10-04/_unknown_location/Cherry_Tree/1994-01-09/banner.txt
